Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
PEJBO13;Claro;PE;JABOATÃO DOS GUARARAPES;AVENIDA FERNANDES VIEIRA, S/N MURIBECA;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO13
PEJBO14;Claro;PE;JABOATÃO DOS GUARARAPES;AVENIDA BARRETO DE MENEZES, S/N GUARARAPES;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO14
PEJBO16;Claro;PE;JABOATÃO DOS GUARARAPES;AVENIDA GOVERNADOR AGAMENON MAGALHÃES, 696 CAVALEIRO;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO16
PEJBO18;Claro;PE;JABOATÃO DOS GUARARAPES;RUA AMAMBAÍ, S/N CANDEIAS;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO18
PEJBO19;Claro;PE;JABOATÃO DOS GUARARAPES;RUA QUÍMICO ANTÔNIO VICTOR, 460 CANDEIAS;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO19
PEJBO20;Claro;PE;JABOATÃO DOS GUARARAPES;RUA PORTO ALEGRE, S/N BARRA DE JANGADA;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO20
PEJBO21;Claro;PE;CABO DE SANTO AGOSTINHO;RUA DA ESTAÇÃO, 55 PONTEZINHA;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO21
PEJBO23;Claro;PE;JABOATÃO DOS GUARARAPES;RODOVIA BR 101 SUL, 1500 PRAZERES;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO23
PEJBO24;Claro;PE;JABOATÃO DOS GUARARAPES;RUA ALTO ENGENHO VELHO, S/N ENGENHO VELHO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO24
PEJBO25;Claro;PE;JABOATÃO DOS GUARARAPES;RUA PROJETADA, S/N SANTO ALEIXO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO25
PEJBO26;Claro;PE;RECIFE;RUA JORNALISTA MURILO MARROQUIM, 115 VÁRZEA;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO26
PEJBO27;Claro;PE;JABOATÃO DOS GUARARAPES;RUA DA COMPESA, S/N COMPORTAS;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO27
PEJBO31;Claro;PE;JABOATÃO DOS GUARARAPES;AVENIDA UM, S/N VILA RICA;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO31
PEJBO34;Claro;PE;JABOATÃO DOS GUARARAPES;RUA CARCERES, S/N CANDEIAS;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEJBO34
PEJBO36;Claro;PE;JABOATÃO DOS GUARARAPES;RUA CINQUENTA E SEIS, S/N ZUMBI DO PACHECO;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO36
PEJBO40;Claro;PE;RECIFE;RUA ALTO DA BELA VISTA, 207 COQUEIRAL;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEJBO40
PEJBO78;Claro;PE;JABOATÃO DOS GUARARAPES;ESTRADA DA BATALHA, 1200 JARDIM JORDÃO;;0.0;INDETERMINADO;202210;202210PEJBO78
PEJBOI1;Claro;PE;JABOATÃO DOS GUARARAPES;AVENIDA BARRETO DE MENEZES, 800 GUARARAPES;Ricardo Barbosa da Silva;92043015.0;HÍBRIDO;202210;202210PEJBOI1
PEJFD01;Claro;PE;JOÃO ALFREDO;RUA FIRMINO JOSÉ MOURA, 53 CENTRO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PEJFD01
PEJNOR1;Claro;PE;JOAQUIM NABUCO;RUA DA BOA VISTA, S/N BAIXA DA AREIA;Jadielson Santos Silva;92042404.0;CLARO;202210;202210PEJNOR1
PEJTB01;Claro;PE;JATAÚBA;SÍTIO AÇUCENA, S/N ZONA RURAL;Antonio Batista da Silva Filho;92041106.0;CLARO;202210;202210PEJTB01
PEJUI01;Claro;PE;JUPI;SÍTIO SERRINHA, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEJUI01
PELAC01;Claro;PE;LAGOA DO CARRO;GRANJA SÃO JOÃO, S/N ZONA RURAL;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PELAC01
PELAG01;Claro;PE;LAGOA GRANDE;RUA DOS ESTUDANTES, 911 ZONA RURAL;Luciano Silva;32006146.0;COMPARTILHADO;202210;202210PELAG01
PELCR01;Claro;PE;CARUARU;AVENIDA AGAMENON MAGALHÃES, 297 MAURICIO DE NASSAU;;0.0;INDETERMINADO;202210;202210PELCR01
PELGG01;Claro;PE;LAGOA DOS GATOS;RUA JOÃO CALADO DE ESPÍNDOLA, 226 CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PELGG01
PELIO01;Claro;PE;LIMOEIRO;RUA FESTEVO, S/N CENTRO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PELIO01
PELIO02;Claro;PE;LIMOEIRO;RUA POETA PEDRO AMARO, 70 CENTRO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PELIO02
PELIO03;Claro;PE;LIMOEIRO;RUA PROJETADA A, S/N JOÃO ERNESTO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PELIO03
PELJD01;Claro;PE;LAJEDO;RUA DUQUE DE CAXIAS, 77 CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PELJD01
PELOI01;Claro;PE;LAGOA DO ITAENGA;AVENIDA TANCREDO NEVES, S/N CENTRO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PELOI01
PELOI02;Claro;PE;LAGOA DO ITAENGA;TRAVESSA PRESIDENTE KENNEDY, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PELOI02
PELOO01;Claro;PE;LAGOA DO OURO;RUA MARIA JOSÉ ALVES DO NASCIMENTO, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PELOO01
PEMAA01;Claro;PE;MARAIAL;RUA SÃO RAFAEL, S/N CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEMAA01
PEMCN01;Claro;PE;MACAPARANA;AVENIDA JOSÉ LEITÃO DE MELO, S/N CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEMCN01
PEMDL01;Claro;PE;RECIFE;RUA POLONI, 216 VÁRZEA;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL01
PEMDL02;Claro;PE;RECIFE;RUA TABATINGA, S/N CORDEIRO;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL02
PEMDL03;Claro;PE;RECIFE;AVENIDA NOSSA SENHORA DA SAÚDE, 187 CORDEIRO;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL03
PEMDL04;Claro;PE;RECIFE;RUA SENADOR FÁBIO DE BARROS, 44 ILHA DO RETIRO;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL04
PEMDL05;Claro;PE;RECIFE;RUA DOM MANOEL DA COSTA, 151 TORRE;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL05
PEMDL06;Claro;PE;RECIFE;RUA DO BOM PASTOR, S/N IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL06
PEMDL07;Claro;PE;RECIFE;RUA CAMBUCI, 200 CORDEIRO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL07
PEMDL08;Claro;PE;RECIFE;AVENIDA PROFESSOR MORAES REGO, 1235 IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL08
PEMDL09;Claro;PE;RECIFE;RUA BERNARDO SAYÃO, 132 VÁRZEA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL09
PEMDL10;Claro;PE;RECIFE;RUA FABINHO, 44 MUSTARDINHA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL10
PEMDL11;Claro;PE;RECIFE;RUA LOPES DE CARVALHO, 309 MADALENA;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL11
PEMDL12;Claro;PE;RECIFE;RUA DOUTOR TELESPHORO FRAGOSO, S/N SAN MARTIN;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL12
PEMDL13;Claro;PE;RECIFE;RUA TERRA GRANDE, S/N IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL13
PEMDL14;Claro;PE;RECIFE;RUA IPINIRAS, 33 CORDEIRO;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL14
PEMDL15;Claro;PE;RECIFE;RUA RUA CARLOS DE OLIVEIRA FILHO, S/N PRADO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL15
PEMDL16;Claro;PE;RECIFE;RUA CONDE DE IRAJÁ, 432 TORRE;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL16
PEMDL17;Claro;PE;RECIFE;RUA ESCRITOR ALEXANDRE NETUNO, 152 AFOGADOS;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL17
PEMDL23;Claro;PE;RECIFE;RUA BARÃO DE MURIBECA, S/N VÁRZEA;Marden Soares da Silva;92338045.0;CLARO;202210;202210PEMDL23
PEMDL27;Claro;PE;RECIFE;AVENIDA PROFESSOR ARTHUR COUTINHO, 42 TORRÕES;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL27
PEMDL28;Claro;PE;RECIFE;RUA CORONEL MIZAEL DE MENDONÇA, S/N CURADO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL28
PEMDL29;Claro;PE;RECIFE;RUA MARIO PEDERNEIRAS, 121 VARZEA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL29
PEMDL30;Claro;PE;RECIFE;RUA SANTOS MOREIRA, 23 CORDEIRO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL30
PEMDL31;Claro;PE;RECIFE;AVENIDA CÔNSUL VILARES FRAGOSO, 447 SAN MARTIN;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL31
PEMDL32;Claro;PE;RECIFE;RUA DOURADOS, S/N IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL32
PEMDL33;Claro;PE;RECIFE;RUA PESSOA DE MELO, 229 MADALENA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL33
PEMDL34;Claro;PE;RECIFE;AVENIDA CAXANGÁ, S/N MADALENA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL34
PEMDL35;Claro;PE;RECIFE;RUA REALENGO, 90 SAN MARTIN;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL35
PEMDL37;Claro;PE;RECIFE;RUA SÃO FRANCISCO DE PAULA, 268 CAXANGÁ;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL37
PEMDL38;Claro;PE;RECIFE;AVENIDA LUIZ LACERDA, 277 IPUTINGA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PEMDL38
PEMEN01;Claro;PE;MORENO;RUA PROFESSORA LAURA DE FREITAS, 383 ALTO DA MATERNIDADE;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEMEN01
PEMEN02;Claro;PE;MORENO;RUA MARECHAL CASTELO BRANCO, 80 ALTO DA LIBERDADE;Ricardo Barbosa da Silva;92043015.0;COMPARTILHADO;202210;202210PEMEN02
PEMEN03;Claro;PE;MORENO;RUA DINIZ PESSOA, 301 NOSSA SENHORA DE FÁTIMA;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEMEN03
PEMEN04;Claro;PE;MORENO;RUA URUGUAI, 118 ALTO SANTO ANTÔNIO;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEMEN04
PEMENR1;Claro;PE;MORENO;RODOVIA BR 232, S/N DIST.INDUSTRIAL;Ricardo Barbosa da Silva;92043015.0;CLARO;202210;202210PEMENR1
PEMNR01;Claro;PE;MANARI;ALTO DA BOA VISTA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEMNR01
PEMOD01;Claro;PE;MOREILÂNDIA;RUA DUQUE DE CAXIAS, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEMOD01
PENDT01;Claro;PE;RECIFE;RUA ENGENHEIRO ARNALDO FALCÃO, S/N PASSARINHO;Marden Soares da Silva;92338045.0;CLARO;202210;202210PENDT01
PENDT02;Claro;PE;JABOATÃO;R DIVISOPOLIS, 286 DOIS UNIDOS;Marden Soares da Silva;92338045.0;CLARO;202210;202210PENDT02
PENDT03;Claro;PE;RECIFE;RUA FLÁVIO GUERRA, 14 MACAXEIRA;Marden Soares da Silva;92338045.0;CLARO;202210;202210PENDT03
PENDT05;Claro;PE;RECIFE;RUA ALTO PARAGUAI, 508 ALTO JOSE BONIFACIO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT05
PENDT06;Claro;PE;RECIFE;SUBIDA DO CAJUEIRO, S/N NOVA DESCOBERTA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT06
PENDT07;Claro;PE;RECIFE;RUA MANUEL DE MEDEIROS, S/N DOIS IRMÃOS;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT07
PENDT08;Claro;PE;OLINDA;ESTRADA DE AGUAZINHA, S/N AGUAZINHA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT08
PENDT09;Claro;PE;OLINDA;AVENIDA PORTUGUESA, 302 AGUAS COMPRIDAS;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT09
PENDT10;Claro;PE;RECIFE;TRAVESSA ANÍBAL BENÉVOLO, 596 ÁGUA FRIA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT10
PENDT13;Claro;PE;RECIFE;RUA ZEFERINO AGRA, S/N ARRUDA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT13
PENDT15;Claro;PE;RECIFE;RUA ALTO DO VENÂNCIO, 276 CORREGO DO JENIPAPO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT15
PENDT16;Claro;PE;RECIFE;ESTRADA DA MUMBECA, S/N GUABIRABA;Marden Soares da Silva;92338045.0;CLARO;202210;202210PENDT16
PENDT17;Claro;PE;RECIFE;RUA ALTO DO EUCALIPTO, 20 VASCO DA GAMA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT17
PENDT19;Claro;PE;RECIFE;RUA FIRMINÓPOLIS, 1142 MORRO DA CONCEIÇÃO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT19
PENDT21;Claro;PE;RECIFE;RUA SANTA CRUZ FUTEBOL CLUBE, 1060 DOIS IRMÃOS;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT21
PENDT22;Claro;PE;RECIFE;RUA 05 DE JULHO, 90 CASA AMARELA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT22
PENDT23;Claro;PE;RECIFE;RUA BARRA VERDE, 251 ALTO JOSÉ DO PINHO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT23
PENDT24;Claro;PE;RECIFE;RUA MARIA RAMOS, 75 CAJUEIRO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT24
PENDT25;Claro;PE;RECIFE;RUA DA REGENERAÇÃO, 71 ÁGUA FRIA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT25
PENDT29;Claro;PE;RECIFE;RUA MONTE AZUL, 225 PONTO DE PARADA;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT29
PENDT31;Claro;PE;RECIFE;TRAVESSA CHAGAS FERREIRA, S/N PASSARINHO;Marden Soares da Silva;92338045.0;COMPARTILHADO;202210;202210PENDT31
PENZM01;Claro;PE;NAZARÉ DA MATA;RUA PROJETADA D, S/N LOTEAMENTO DR ECOUTINHO;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PENZM01
PENZM02;Claro;PE;NAZARÉ DA MATA;RUA SÃO JOÃO, 210 E 220 SERTÃOZINHO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PENZM02
PENZM03;Claro;PE;NAZARÉ DA MATA;RUA ADANY BORGES, S/N LOTEMENTO PARAISO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PENZM03
PEOLD01;Claro;PE;OLINDA;AVENIDA PRESIDENTE KENNEDY, S/N PEIXINHOS;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD01
PEOLD02;Claro;PE;OLINDA;AVENIDA PRESIDENTE GETÚLIO VARGAS, S/N BAIRRO NOVO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD02
PEOLD03;Claro;PE;OLINDA;RUA BELA VISTA II, S/N FRAGOSO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD03
PEOLD04;Claro;PE;OLINDA;RUA VERDE MARES, 7 OURO PRETO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD04
PEOLD05;Claro;PE;OLINDA;RUA MANOEL GRACILIANO DE SOUZA, S/N JARDIM ATLANTICO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD05
PEOLD06;Claro;PE;OLINDA;LADEIRA DA SÉ, 297 CARMO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD06
PEOLD07;Claro;PE;OLINDA;RUA DOUTOR MANOEL DE ALMEIDA BELO, 1373 BAIRRO NOVO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD07
PEOLD08;Claro;PE;OLINDA;RUA WALDEMAR PAULINO DOS SANTOS, 735 A VARADOURO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD08
PEOLD09;Claro;PE;OLINDA;AVENIDA CORONEL FREDERICO LUNDGREN, S/N RIO DOCE;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD09
PEOLD10;Claro;PE;OLINDA;RUA BEZERROS, S/N JATOBÁ;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD10
PEOLD11;Claro;PE;OLINDA;RUA FRANCISCO BATISTA BEZERRA, 157 ALTO DA NAÇÃO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD11
PEOLD12;Claro;PE;OLINDA;RUA PINTOR MANUEL BANDEIRA, S/N CASA CAIADA;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD12
PEOLD15;Claro;PE;OLINDA;RUA MARIA ADELAIDE VIEIRA, 104 PEIXINHOS;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD15
PEOLD17;Claro;PE;OLINDA;AVENIDA PROFESSOR ANDRADE BEZERRA, 780 SALGADINHO;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD17
PEOLD25;Claro;PE;OLINDA;RUA PROFESSOR FERNANDO CESAR DE ANDRADE, 202 RIO DOCE;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD25
PEOLD26;Claro;PE;OLINDA;RUA CARLOS NIGRO, 260 CASA CAIADA;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD26
PEOLD27;Claro;PE;OLINDA;RUA 5, 287 RIO DOCE;Severino Ramos Teofilo Francisco;92051128.0;COMPARTILHADO;202210;202210PEOLD27
PEOLD28;Claro;PE;OLINDA;RUA JOSÉ DIAS RAPOSO, S/N OURO PRETO;Severino Ramos Teofilo Francisco;92051128.0;CLARO;202210;202210PEOLD28
PEOLD90;Claro;PE;OLINDA;AVENIDA RUI BARBOSA, 153 JARDIM ATLÂNTICO;;0.0;COMPARTILHADO;202210;202210PEOLD90
PEOUI01;Claro;PE;OURICURI;RODOVIA BR 316, S/N ZONA RURAL;Luciano Silva;32006146.0;CLARO;202210;202210PEOUI01
PEOUI02;Claro;PE;OURICURI;TRAVESSA FERNANDO BEZERRA, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEOUI02
PEOUI03;Claro;PE;OURICURI;RUA EXPEDITA LINS, S/N RENASCENÇA;Luciano Silva;32006146.0;CLARO;202210;202210PEOUI03
PEOUI04;Claro;PE;OURICURI;LOTEAMENTO SANTA MARIA, S/N CENTRO;Luciano Silva;32006146.0;CLARO;202210;202210PEOUI04
PEOUI05;Claro;PE;OURICURI;RUA ANTONIO VALDECI DE AQUINO, S/N SANTO ANTÔNIO;Luciano Silva;32006146.0;CLARO;202210;202210PEOUI05
PEPCO01;Claro;PE;POÇÃO;RUA JOÃO CORREIA VENTURA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPCO01
PEPED01;Claro;PE;PEDRA;SÍTIO SÃO FRANCISCO, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPED01
PEPED90;Claro;PE;BUÍQUE;SERRA GRANDE, S/N ZONA RURAL;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPED90
PEPES01;Claro;PE;PANELAS;SÍTIO SERRA DA BICA, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PEPES01
PEPIM90;Claro;PE;PARNAMIRIM;ESTRADA TORRE DA TELEVISÃO, KM 12 ZONA RURAL;Luciano Silva;32006146.0;CLARO;202210;202210PEPIM90
PEPLH01;Claro;PE;PAUDALHO;RUA SALDANHA MARINHO, 94 CENTRO;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEPLH01
PEPLH04;Claro;PE;PAUDALHO;LOTEAMENTO PRIMAVERA 2, S/N PRIMAVERA;Daisy Clistian Rocha;92267152.0;CLARO;202210;202210PEPLH04
PEPLH05;Claro;PE;PAUDALHO;RUA JOSÉ GOMES DA SILVA, S/N SANTA MONICA;Daisy Clistian Rocha;92267152.0;COMPARTILHADO;202210;202210PEPLH05
PEPLHX1;Claro;PE;PAUDALHO;RUA PADRE EMIGDIO, 101 CENTRO;;0.0;INDETERMINADO;202210;202210PEPLHX1
PEPLS01;Claro;PE;PALMARES;RUA JOSÉ LUIZ DE MELO, 557 SANTO ANTONIO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPLS01
PEPLS02;Claro;PE;PALMARES;RUA PROJETADA, S/N COHAB;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PEPLS02
PEPLS03;Claro;PE;PALMARES;RODOVIA BR 101, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPLS03
PEPLS11;Claro;PE;PALMARES;RUA CORONEL AUSTRICLINIO, 869 CENTRO;;0.0;INDETERMINADO;202210;202210PEPLS11
PEPLS13;Claro;PE;PALMARES;R VEREADOR JOSÉ VERÍSSIMO GOMES, 96 NOVA PALMARES;Fabio Jose Santos Silva;92051184.0;COMPARTILHADO;202210;202210PEPLS13
PEPOB01;Claro;PE;POMBOS;SÍTIO ÁGUA AZUL, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPOB01
PEPOB02;Claro;PE;POMBOS;RUA JOEL TEIXEIRA DE CARVALHO, 35 CENTRO;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPOB02
PEPOBR1;Claro;PE;POMBOS;FAZENDA SANTA MARIA, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPOBR1
PEPQE01;Claro;PE;PESQUEIRA;RODOVIA BR 232, S/N CENTENARIO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPQE01
PEPQE02;Claro;PE;PESQUEIRA;RUA FARROUPILHA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPQE02
PEPQE03;Claro;PE;PESQUEIRA;RUA FLOR DE LIZ, S/N PITANGA;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPQE03
PEPQE05;Claro;PE;PESQUEIRA;RUA PAUDALHO, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;CLARO;202210;202210PEPQE05
PEPQE99;Claro;PE;PESQUEIRA;RUA CAP MANOEL DE JOSE DE SIQUEIRA, S/N CENTRO;Marcos Emanuel Dos Santos;92034783.0;COMPARTILHADO;202210;202210PEPQE99
PEPSQ01;Claro;PE;PESQUEIRA;AVENIDA MARIA BRITO, 1 CENTRO;;0.0;INDETERMINADO;202210;202210PEPSQ01
PEPSS01;Claro;PE;PASSIRA;SÍTIO SÃO JOSÉ, S/N ZONA RURAL;Fabio Jose Santos Silva;92051184.0;CLARO;202210;202210PEPSS01
PEPTA01;Claro;PE;PETROLINA;RUA ANTÔNIO PEDROSA, S/N AREIA BRANCA;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA01
PEPTA02;Claro;PE;PETROLINA;RUA MAURÍCIO WANDERLEY, S/N CENTRO;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA02
PEPTA03;Claro;PE;PETROLINA;RUA PRESIDENTE JOÃO GOULART, S/N PALHINHAS;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA03
PEPTA04;Claro;PE;PETROLINA;RUA ANTONIO PADILHA, 33 CENTRO;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA04
PEPTA05;Claro;PE;PETROLINA;AVENIDA MONSENHOR ANGELO SAMPAIO, 696 VILA EDUARDO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA05
PEPTA06;Claro;PE;PETROLINA;RUA PROJETADA, S/N GERCINO COELHO;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA06
PEPTA07;Claro;PE;PETROLINA;AVENIDA MARECHAL HERMES DA FONSECA, S/N ANTÔNIO CASSIMIRO;Ciro Pires Bastos;93269164.0;CLARO;202210;202210PEPTA07
PEPTA08;Claro;PE;PETROLINA;RUA DO MARCENEIRO, S/N ANTONIO CASSIMIRO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA08
PEPTA10;Claro;PE;PETROLINA;R PROJETADA, S/N PROJETO SENADOR NILO COELHO 9;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA10
PEPTA11;Claro;PE;PETROLINA;R ONZE, S/N DOM AVELAR;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA11
PEPTA12;Claro;PE;PETROLINA;RUA PACÍFICO DA LUZ, 739 CENTRO;Ciro Pires Bastos;93269164.0;INDETERMINADO;202210;202210PEPTA12
PEPTA17;Claro;PE;PETROLINA;R JOAO SALGUEIRO, S/N JOAO DE DEUS;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA17
PEPTA18;Claro;PE;PETROLINA;R ATAULFO ALVES, S/N OURO PRETO;Ciro Pires Bastos;93269164.0;COMPARTILHADO;202210;202210PEPTA18
